Modelo,Clase,FPR,TPR,Threshold,AUC
SVM,Anxiety_Stress,0.05721716514954486,0.636068237205524,0.9679349001953065,0.9445828874576263
SVM,Anxiety_Stress,0.05721716514954486,0.6425670186839968,0.9669020871215578,0.9445828874576263
SVM,Anxiety_Stress,0.05851755526657997,0.6425670186839968,0.9668381425928876,0.9445828874576263
SVM,Anxiety_Stress,0.05851755526657997,0.6450040617384241,0.9666318687855086,0.9445828874576263
SVM,Anxiety_Stress,0.05981794538361508,0.6450040617384241,0.9663283389162985,0.9445828874576263
SVM,Anxiety_Stress,0.05981794538361508,0.6490658001624695,0.9659618078765634,0.9445828874576263
SVM,Anxiety_Stress,0.0611183355006502,0.6490658001624695,0.9658014475713325,0.9445828874576263
SVM,Anxiety_Stress,0.0611183355006502,0.6515028432168968,0.9656236691171463,0.9445828874576263
SVM,Anxiety_Stress,0.06241872561768531,0.6515028432168968,0.9655324653167637,0.9445828874576263
SVM,Anxiety_Stress,0.06241872561768531,0.6571892770105605,0.9649840818371,0.9445828874576263
SVM,Anxiety_Stress,0.06371911573472042,0.6571892770105605,0.9647932037524806,0.9445828874576263
SVM,Anxiety_Stress,0.06371911573472042,0.6636880584890333,0.9638410117746163,0.9445828874576263
SVM,Anxiety_Stress,0.06501950585175553,0.6636880584890333,0.9635429063101866,0.9445828874576263
SVM,Anxiety_Stress,0.06501950585175553,0.6677497969130788,0.96264946616681,0.9445828874576263
SVM,Anxiety_Stress,0.06631989596879063,0.6677497969130788,0.9620731609472426,0.9445828874576263
SVM,Anxiety_Stress,0.06631989596879063,0.670186839967506,0.9618061195902886,0.9445828874576263
SVM,Anxiety_Stress,0.06762028608582575,0.670186839967506,0.9617419924862861,0.9445828874576263
SVM,Anxiety_Stress,0.06762028608582575,0.6953696181965882,0.9545281636503253,0.9445828874576263
SVM,Anxiety_Stress,0.06892067620286085,0.6953696181965882,0.954452207469572,0.9445828874576263
SVM,Anxiety_Stress,0.06892067620286085,0.7026807473598701,0.9522790516318003,0.9445828874576263
SVM,Anxiety_Stress,0.07022106631989597,0.7026807473598701,0.9522209325398517,0.9445828874576263
SVM,Anxiety_Stress,0.07022106631989597,0.7173030056864338,0.9471983923751586,0.9445828874576263
SVM,Anxiety_Stress,0.07152145643693109,0.7173030056864338,0.9469147574623855,0.9445828874576263
SVM,Anxiety_Stress,0.07152145643693109,0.7181153533712429,0.9466957613722865,0.9445828874576263
SVM,Anxiety_Stress,0.0741222366710013,0.7181153533712429,0.9466528687375481,0.9445828874576263
SVM,Anxiety_Stress,0.0741222366710013,0.7197400487408611,0.9464160938483888,0.9445828874576263
SVM,Anxiety_Stress,0.0754226267880364,0.7197400487408611,0.9460651149871715,0.9445828874576263
SVM,Anxiety_Stress,0.0754226267880364,0.7213647441104792,0.945871167395472,0.9445828874576263
SVM,Anxiety_Stress,0.07672301690507152,0.7213647441104792,0.9457694877841443,0.9445828874576263
